STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,centlat,centlong,id,GEO_id,GEO_id2,GEO_displa,ACS_14_5YR,ACS_14_5_1,GEO_id_1,GEO_id2_1,GEO_disp_1,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07
expanded_label,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,centroid latitude,centroid longitude,,xxx,xxx,xxx,Estimate; Median household income in the past 12 months (in 2014 Inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2014 Inflation-adjusted dollars),xxx,xxx,xxx,Estimate; Total:,Margin of Error; Total:,Estimate; Household received Food Stamps/SNAP in the past 12 months:,Margin of Error; Household received Food Stamps/SNAP in the past 12 months:,Estimate; Household received Food Stamps/SNAP in the past 12 months: - Households with 1 or more persons with a disability,Margin of Error; Household received Food Stamps/SNAP in the past 12 months: - Households with 1 or more persons with a disability,Estimate; Household received Food Stamps/SNAP in the past 12 months: - Households with no persons with a disability,Margin of Error; Household received Food Stamps/SNAP in the past 12 months: - Households with no persons with a disability,Estimate; Household did not receive Food Stamps/SNAP in the past 12 months:,Margin of Error; Household did not receive Food Stamps/SNAP in the past 12 months:,Estimate; Household did not receive Food Stamps/SNAP in the past 12 months: - Households with 1 or more persons with a disability,Margin of Error; Household did not receive Food Stamps/SNAP in the past 12 months: - Households with 1 or more persons with a disability,Estimate; Household did not receive Food Stamps/SNAP in the past 12 months: - Households with no persons with a disability,Margin of Error; Household did not receive Food Stamps/SNAP in the past 12 months: - Households with no persons with a disability
24,510,80500,2,1500000US245100805002,2.45E+11,2,BG,50277,0,39.31498902,-76.59472302,0,1500000US245100805002,2.45101E+11,"Block Group 2, Census Tract 805, Baltimore city, Maryland",33403,9029,1500000US245100805002,2.45E+11,"Block Group 2, Census Tract 805, Baltimore city, Maryland",205,69,78,54,25,27,53,46,127,53,44,24,83,49
24,510,270801,4,1500000US245102708014,2.45E+11,4,BG,190548,0,39.37044581,-76.59244385,0,1500000US245102708014,2.45103E+11,"Block Group 4, Census Tract 2708.01, Baltimore city, Maryland",54464,22588,1500000US245102708014,2.45E+11,"Block Group 4, Census Tract 2708.01, Baltimore city, Maryland",425,91,136,86,83,73,53,51,289,77,57,44,232,77
24,510,160700,1,1500000US245101607001,2.45E+11,1,BG,140411,0,39.30439079,-76.66307437,0,1500000US245101607001,2.45102E+11,"Block Group 1, Census Tract 1607, Baltimore city, Maryland",34034,15108,1500000US245101607001,2.45E+11,"Block Group 1, Census Tract 1607, Baltimore city, Maryland",119,54,50,41,26,40,24,28,69,38,21,23,48,30
24,510,150600,1,1500000US245101506001,2.45E+11,1,BG,193344,0,39.31109686,-76.66173063,0,1500000US245101506001,2.45102E+11,"Block Group 1, Census Tract 1506, Baltimore city, Maryland",35441,24789,1500000US245101506001,2.45E+11,"Block Group 1, Census Tract 1506, Baltimore city, Maryland",278,70,142,64,54,34,88,59,136,60,59,37,77,51
24,510,260303,1,1500000US245102603031,2.45E+11,1,BG,1217388,0,39.31303854,-76.56070814,0,1500000US245102603031,2.45103E+11,"Block Group 1, Census Tract 2603.03, Baltimore city, Maryland",20114,6859,1500000US245102603031,2.45E+11,"Block Group 1, Census Tract 2603.03, Baltimore city, Maryland",382,67,94,42,50,23,44,29,288,79,54,28,234,83
24,510,151100,2,1500000US245101511002,2.45E+11,2,BG,385869,0,39.3326229,-76.6698084,0,1500000US245101511002,2.45102E+11,"Block Group 2, Census Tract 1511, Baltimore city, Maryland",31463,7649,1500000US245101511002,2.45E+11,"Block Group 2, Census Tract 1511, Baltimore city, Maryland",913,216,199,123,0,12,199,123,714,206,131,105,583,202
24,510,272003,4,1500000US245102720034,2.45E+11,4,BG,664447,0,39.36146047,-76.69285503,0,1500000US245102720034,2.45103E+11,"Block Group 4, Census Tract 2720.03, Baltimore city, Maryland",60045,25494,1500000US245102720034,2.45E+11,"Block Group 4, Census Tract 2720.03, Baltimore city, Maryland",541,115,63,50,63,50,0,12,478,109,104,66,374,112
24,510,151200,3,1500000US245101512003,2.45E+11,3,BG,173559,0,39.32979385,-76.66282148,0,1500000US245101512003,2.45102E+11,"Block Group 3, Census Tract 1512, Baltimore city, Maryland",29388,5472,1500000US245101512003,2.45E+11,"Block Group 3, Census Tract 1512, Baltimore city, Maryland",317,101,182,92,47,58,135,74,135,98,78,83,57,58
24,510,280102,3,1500000US245102801023,2.45E+11,3,BG,350727,0,39.33269457,-76.69454546,0,1500000US245102801023,2.45103E+11,"Block Group 3, Census Tract 2801.02, Baltimore city, Maryland",32778,19684,1500000US245102801023,2.45E+11,"Block Group 3, Census Tract 2801.02, Baltimore city, Maryland",494,184,204,147,120,117,84,91,290,154,81,94,209,123
24,510,270903,3,1500000US245102709033,2.45E+11,3,BG,160403,0,39.34442382,-76.59248941,0,1500000US245102709033,2.45103E+11,"Block Group 3, Census Tract 2709.03, Baltimore city, Maryland",33908,2559,1500000US245102709033,2.45E+11,"Block Group 3, Census Tract 2709.03, Baltimore city, Maryland",376,92,43,36,43,36,0,12,333,97,91,61,242,102
24,510,160500,2,1500000US245101605002,2.45E+11,2,BG,154111,0,39.29673583,-76.65274367,0,1500000US245101605002,2.45102E+11,"Block Group 2, Census Tract 1605, Baltimore city, Maryland",48977,16214,1500000US245101605002,2.45E+11,"Block Group 2, Census Tract 1605, Baltimore city, Maryland",149,59,35,36,8,14,27,34,114,52,67,47,47,34
24,510,270301,4,1500000US245102703014,2.45E+11,4,BG,412016,0,39.3505781,-76.57360536,0,1500000US245102703014,2.45103E+11,"Block Group 4, Census Tract 2703.01, Baltimore city, Maryland",60000,6285,1500000US245102703014,2.45E+11,"Block Group 4, Census Tract 2703.01, Baltimore city, Maryland",430,69,28,26,0,12,28,26,402,69,86,49,316,61
24,510,270805,2,1500000US245102708052,2.45E+11,2,BG,246897,0,39.35674228,-76.59849377,0,1500000US245102708052,2.45103E+11,"Block Group 2, Census Tract 2708.05, Baltimore city, Maryland",42656,8683,1500000US245102708052,2.45E+11,"Block Group 2, Census Tract 2708.05, Baltimore city, Maryland",401,99,177,87,69,46,108,77,224,81,60,52,164,70
24,510,150702,3,1500000US245101507023,2.45E+11,3,BG,145188,0,39.3126796,-76.67192866,0,1500000US245101507023,2.45102E+11,"Block Group 3, Census Tract 1507.02, Baltimore city, Maryland",60313,38462,1500000US245101507023,2.45E+11,"Block Group 3, Census Tract 1507.02, Baltimore city, Maryland",179,74,30,23,5,10,25,23,149,71,34,29,115,69
24,510,271001,2,1500000US245102710012,2.45E+11,2,BG,202154,0,39.34321916,-76.60287705,0,1500000US245102710012,2.45103E+11,"Block Group 2, Census Tract 2710.01, Baltimore city, Maryland",43125,22084,1500000US245102710012,2.45E+11,"Block Group 2, Census Tract 2710.01, Baltimore city, Maryland",208,48,70,47,14,14,56,45,138,49,37,27,101,42
24,510,90900,1,1500000US245100909001,2.45E+11,1,BG,382988,0,39.30853513,-76.60547362,0,1500000US245100909001,2.45101E+11,"Block Group 1, Census Tract 909, Baltimore city, Maryland",10208,13658,1500000US245100909001,2.45E+11,"Block Group 1, Census Tract 909, Baltimore city, Maryland",116,62,62,49,24,35,38,54,54,41,0,12,54,41
24,510,180300,2,1500000US245101803002,2.45E+11,2,BG,137105,0,39.28663047,-76.6332569,0,1500000US245101803002,2.45102E+11,"Block Group 2, Census Tract 1803, Baltimore city, Maryland",26680,14482,1500000US245101803002,2.45E+11,"Block Group 2, Census Tract 1803, Baltimore city, Maryland",489,89,166,70,106,49,60,42,323,85,76,44,247,74
24,510,90100,2,1500000US245100901002,2.45E+11,2,BG,135506,0,39.33627016,-76.59880329,0,1500000US245100901002,2.45101E+11,"Block Group 2, Census Tract 901, Baltimore city, Maryland",39107,41190,1500000US245100901002,2.45E+11,"Block Group 2, Census Tract 901, Baltimore city, Maryland",223,77,37,28,24,23,13,14,186,75,54,56,132,62
24,510,150100,3,1500000US245101501003,2.45E+11,3,BG,169858,0,39.30469865,-76.64104556,0,1500000US245101501003,2.45102E+11,"Block Group 3, Census Tract 1501, Baltimore city, Maryland",16638,5043,1500000US245101501003,2.45E+11,"Block Group 3, Census Tract 1501, Baltimore city, Maryland",470,95,353,97,133,74,220,74,117,59,63,40,54,44
24,510,250206,1,1500000US245102502061,2.45E+11,1,BG,1261421,18102,39.27076948,-76.66234108,0,1500000US245102502061,2.45103E+11,"Block Group 1, Census Tract 2502.06, Baltimore city, Maryland",39271,11215,1500000US245102502061,2.45E+11,"Block Group 1, Census Tract 2502.06, Baltimore city, Maryland",207,65,22,17,16,14,6,9,185,66,62,49,123,44
24,510,270804,3,1500000US245102708043,2.45E+11,3,BG,187911,0,39.36751366,-76.6056326,0,1500000US245102708043,2.45103E+11,"Block Group 3, Census Tract 2708.04, Baltimore city, Maryland",76397,14337,1500000US245102708043,2.45E+11,"Block Group 3, Census Tract 2708.04, Baltimore city, Maryland",249,67,10,15,10,15,0,12,239,69,25,25,214,70
24,5,492101,1,1500000US240054921011,2.40E+11,1,BG,529294,0,39.38848238,-76.53697805,0,1500000US240054921011,2.40055E+11,"Block Group 1, Census Tract 4921.01, Baltimore County, Maryland",80893,28075,1500000US240054921011,2.40E+11,"Block Group 1, Census Tract 4921.01, Baltimore County, Maryland",304,74,12,19,12,19,0,12,292,76,49,35,243,75
24,5,411309,1,1500000US240054113091,2.40E+11,1,BG,4211726,5148,39.41656622,-76.43837146,0,1500000US240054113091,2.40054E+11,"Block Group 1, Census Tract 4113.09, Baltimore County, Maryland",103750,17972,1500000US240054113091,2.40E+11,"Block Group 1, Census Tract 4113.09, Baltimore County, Maryland",615,117,42,39,11,22,31,38,573,115,64,65,509,116
24,5,405000,1,1500000US240054050001,2.40E+11,1,BG,65688009,2990789,39.61830238,-76.77361695,0,1500000US240054050001,2.40054E+11,"Block Group 1, Census Tract 4050, Baltimore County, Maryland",90952,11212,1500000US240054050001,2.40E+11,"Block Group 1, Census Tract 4050, Baltimore County, Maryland",930,88,29,23,9,14,20,19,901,90,118,53,783,97
24,5,402506,1,1500000US240054025061,2.40E+11,1,BG,927344,2042,39.37559049,-76.79414213,0,1500000US240054025061,2.40054E+11,"Block Group 1, Census Tract 4025.06, Baltimore County, Maryland",70758,23886,1500000US240054025061,2.40E+11,"Block Group 1, Census Tract 4025.06, Baltimore County, Maryland",826,95,133,69,63,49,70,56,693,101,121,48,572,101
24,5,403402,1,1500000US240054034021,2.40E+11,1,BG,2317526,35807,39.37741198,-76.72178236,0,1500000US240054034021,2.40054E+11,"Block Group 1, Census Tract 4034.02, Baltimore County, Maryland",24350,13922,1500000US240054034021,2.40E+11,"Block Group 1, Census Tract 4034.02, Baltimore County, Maryland",778,124,194,95,65,85,129,92,584,120,263,117,321,83
24,5,490400,2,1500000US240054904002,2.40E+11,2,BG,3267322,247270,39.38982652,-76.65271264,0,1500000US240054904002,2.40055E+11,"Block Group 2, Census Tract 4904, Baltimore County, Maryland",146750,52974,1500000US240054904002,2.40E+11,"Block Group 2, Census Tract 4904, Baltimore County, Maryland",221,27,11,11,5,7,6,9,210,30,33,22,177,31
24,5,411407,5,1500000US240054114075,2.40E+11,5,BG,188981,0,39.38446887,-76.50284253,0,1500000US240054114075,2.40054E+11,"Block Group 5, Census Tract 4114.07, Baltimore County, Maryland",43850,36826,1500000US240054114075,2.40E+11,"Block Group 5, Census Tract 4114.07, Baltimore County, Maryland",429,166,0,12,0,12,0,12,429,166,60,57,369,169
24,5,441102,2,1500000US240054411022,2.40E+11,2,BG,441278,0,39.32575693,-76.51466909,0,1500000US240054411022,2.40054E+11,"Block Group 2, Census Tract 4411.02, Baltimore County, Maryland",49000,19000,1500000US240054411022,2.40E+11,"Block Group 2, Census Tract 4411.02, Baltimore County, Maryland",406,68,28,26,19,22,9,14,378,64,137,54,241,67
24,5,404202,2,1500000US240054042022,2.40E+11,2,BG,274593,0,39.42742714,-76.78668838,0,1500000US240054042022,2.40054E+11,"Block Group 2, Census Tract 4042.02, Baltimore County, Maryland",49574,3777,1500000US240054042022,2.40E+11,"Block Group 2, Census Tract 4042.02, Baltimore County, Maryland",571,155,73,53,0,12,73,53,498,154,63,53,435,161
24,5,402504,2,1500000US240054025042,2.40E+11,2,BG,5564948,8446,39.35914017,-76.82821008,0,1500000US240054025042,2.40054E+11,"Block Group 2, Census Tract 4025.04, Baltimore County, Maryland",126167,25709,1500000US240054025042,2.40E+11,"Block Group 2, Census Tract 4025.04, Baltimore County, Maryland",662,89,37,32,10,15,27,29,625,96,83,45,542,108
24,5,404403,1,1500000US240054044031,2.40E+11,1,BG,1187236,0,39.44050963,-76.81436126,0,1500000US240054044031,2.40054E+11,"Block Group 1, Census Tract 4044.03, Baltimore County, Maryland",119408,53387,1500000US240054044031,2.40E+11,"Block Group 1, Census Tract 4044.03, Baltimore County, Maryland",525,105,23,33,20,31,3,8,502,111,95,58,407,116
24,5,404600,2,1500000US240054046002,2.40E+11,2,BG,38910868,82822,39.51504862,-76.79074658,0,1500000US240054046002,2.40054E+11,"Block Group 2, Census Tract 4046, Baltimore County, Maryland",56250,46260,1500000US240054046002,2.40E+11,"Block Group 2, Census Tract 4046, Baltimore County, Maryland",311,64,25,41,25,41,0,12,286,64,62,38,224,60
24,5,403701,4,1500000US240054037014,2.40E+11,4,BG,5228086,5561,39.42108069,-76.74214971,0,1500000US240054037014,2.40054E+11,"Block Group 4, Census Tract 4037.01, Baltimore County, Maryland",132039,53142,1500000US240054037014,2.40E+11,"Block Group 4, Census Tract 4037.01, Baltimore County, Maryland",399,69,0,12,0,12,0,12,399,69,19,30,380,72
24,5,403202,1,1500000US240054032021,2.40E+11,1,BG,1165723,0,39.34309441,-76.71783789,0,1500000US240054032021,2.40054E+11,"Block Group 1, Census Tract 4032.02, Baltimore County, Maryland",64750,6658,1500000US240054032021,2.40E+11,"Block Group 1, Census Tract 4032.02, Baltimore County, Maryland",784,49,53,33,20,22,33,23,731,56,140,59,591,85
24,5,420100,2,1500000US240054201002,2.40E+11,2,BG,297915,0,39.27469539,-76.49518336,0,1500000US240054201002,2.40054E+11,"Block Group 2, Census Tract 4201, Baltimore County, Maryland",48684,10742,1500000US240054201002,2.40E+11,"Block Group 2, Census Tract 4201, Baltimore County, Maryland",546,82,99,62,84,61,15,19,447,76,90,44,357,86
24,5,492600,3,1500000US240054926003,2.40E+11,3,BG,1072457,0,39.4108528,-76.52926517,0,1500000US240054926003,2.40055E+11,"Block Group 3, Census Tract 4926, Baltimore County, Maryland",61800,4415,1500000US240054926003,2.40E+11,"Block Group 3, Census Tract 4926, Baltimore County, Maryland",1024,95,79,62,24,29,55,55,945,106,150,87,795,105
24,5,408506,1,1500000US240054085061,2.40E+11,1,BG,824161,0,39.47197243,-76.62080522,0,1500000US240054085061,2.40054E+11,"Block Group 1, Census Tract 4085.06, Baltimore County, Maryland",59191,12733,1500000US240054085061,2.40E+11,"Block Group 1, Census Tract 4085.06, Baltimore County, Maryland",1053,216,87,60,0,12,87,60,966,212,153,84,813,194
24,5,408505,2,1500000US240054085052,2.40E+11,2,BG,2647402,0,39.44814318,-76.63095149,0,1500000US240054085052,2.40054E+11,"Block Group 2, Census Tract 4085.05, Baltimore County, Maryland",70625,13692,1500000US240054085052,2.40E+11,"Block Group 2, Census Tract 4085.05, Baltimore County, Maryland",789,101,7,13,7,13,0,12,782,101,67,44,715,103
24,5,490900,2,1500000US240054909002,2.40E+11,2,BG,602691,0,39.40028138,-76.5996601,0,1500000US240054909002,2.40055E+11,"Block Group 2, Census Tract 4909, Baltimore County, Maryland",34966,23983,1500000US240054909002,2.40E+11,"Block Group 2, Census Tract 4909, Baltimore County, Maryland",1049,151,151,69,122,64,29,33,898,159,306,113,592,164
24,5,451000,1,1500000US240054510001,2.40E+11,1,BG,4209935,6196087,39.27987237,-76.40425959,0,1500000US240054510001,2.40055E+11,"Block Group 1, Census Tract 4510, Baltimore County, Maryland",80227,19473,1500000US240054510001,2.40E+11,"Block Group 1, Census Tract 4510, Baltimore County, Maryland",342,51,23,17,18,15,5,8,319,54,113,40,206,54
24,5,491500,2,1500000US240054915002,2.40E+11,2,BG,632625,0,39.38478472,-76.56697813,0,1500000US240054915002,2.40055E+11,"Block Group 2, Census Tract 4915, Baltimore County, Maryland",66053,16081,1500000US240054915002,2.40E+11,"Block Group 2, Census Tract 4915, Baltimore County, Maryland",436,76,30,35,30,35,0,12,406,75,88,47,318,70
24,5,491201,1,1500000US240054912011,2.40E+11,1,BG,1127011,0,39.39753738,-76.57438109,0,1500000US240054912011,2.40055E+11,"Block Group 1, Census Tract 4912.01, Baltimore County, Maryland",65192,16909,1500000US240054912011,2.40E+11,"Block Group 1, Census Tract 4912.01, Baltimore County, Maryland",456,66,4,6,4,6,0,12,452,67,73,39,379,61
24,5,492101,4,1500000US240054921014,2.40E+11,4,BG,342950,0,39.37783635,-76.54229423,0,1500000US240054921014,2.40055E+11,"Block Group 4, Census Tract 4921.01, Baltimore County, Maryland",66250,5698,1500000US240054921014,2.40E+11,"Block Group 4, Census Tract 4921.01, Baltimore County, Maryland",403,88,61,53,46,51,15,18,342,82,119,63,223,60
24,5,490302,1,1500000US240054903021,2.40E+11,1,BG,752823,0,39.4040382,-76.57708999,0,1500000US240054903021,2.40055E+11,"Block Group 1, Census Tract 4903.02, Baltimore County, Maryland",56520,22454,1500000US240054903021,2.40E+11,"Block Group 1, Census Tract 4903.02, Baltimore County, Maryland",481,68,38,46,0,12,38,46,443,63,78,38,365,66
24,5,451802,1,1500000US240054518021,2.40E+11,1,BG,2559008,2002139,39.32119622,-76.39825562,0,1500000US240054518021,2.40055E+11,"Block Group 1, Census Tract 4518.02, Baltimore County, Maryland",79830,32353,1500000US240054518021,2.40E+11,"Block Group 1, Census Tract 4518.02, Baltimore County, Maryland",567,91,23,26,14,21,9,14,544,92,123,60,421,99
24,5,451701,1,1500000US240054517011,2.40E+11,1,BG,11518321,252081,39.35726873,-76.40525247,0,1500000US240054517011,2.40055E+11,"Block Group 1, Census Tract 4517.01, Baltimore County, Maryland",62500,17201,1500000US240054517011,2.40E+11,"Block Group 1, Census Tract 4517.01, Baltimore County, Maryland",542,88,49,42,30,28,19,34,493,94,155,45,338,92
24,5,430800,3,1500000US240054308003,2.40E+11,3,BG,511921,0,39.24985856,-76.70144719,0,1500000US240054308003,2.40054E+11,"Block Group 3, Census Tract 4308, Baltimore County, Maryland",79295,14970,1500000US240054308003,2.40E+11,"Block Group 3, Census Tract 4308, Baltimore County, Maryland",410,70,7,11,7,11,0,12,403,72,109,56,294,75
24,5,452300,2,1500000US240054523002,2.40E+11,2,BG,2133843,223651,39.29947591,-76.5101815,0,1500000US240054523002,2.40055E+11,"Block Group 2, Census Tract 4523, Baltimore County, Maryland",48981,9216,1500000US240054523002,2.40E+11,"Block Group 2, Census Tract 4523, Baltimore County, Maryland",634,87,104,55,76,49,28,28,530,93,154,74,376,99
24,5,402201,2,1500000US240054022012,2.40E+11,2,BG,29556347,3362651,39.38852044,-76.86394278,0,1500000US240054022012,2.40054E+11,"Block Group 2, Census Tract 4022.01, Baltimore County, Maryland",86288,11373,1500000US240054022012,2.40E+11,"Block Group 2, Census Tract 4022.01, Baltimore County, Maryland",424,74,0,12,0,12,0,12,424,74,103,49,321,76
24,5,430300,3,1500000US240054303003,2.40E+11,3,BG,850406,4531,39.23734439,-76.66202408,0,1500000US240054303003,2.40054E+11,"Block Group 3, Census Tract 4303, Baltimore County, Maryland",53221,17470,1500000US240054303003,2.40E+11,"Block Group 3, Census Tract 4303, Baltimore County, Maryland",439,93,63,52,55,50,8,13,376,91,113,56,263,95
24,5,430200,1,1500000US240054302001,2.40E+11,1,BG,609318,0,39.25040852,-76.65364418,0,1500000US240054302001,2.40054E+11,"Block Group 1, Census Tract 4302, Baltimore County, Maryland",23889,28497,1500000US240054302001,2.40E+11,"Block Group 1, Census Tract 4302, Baltimore County, Maryland",334,94,140,101,89,83,51,62,194,51,57,35,137,53
24,5,430900,3,1500000US240054309003,2.40E+11,3,BG,459951,0,39.26108271,-76.70150144,0,1500000US240054309003,2.40054E+11,"Block Group 3, Census Tract 4309, Baltimore County, Maryland",68576,27570,1500000US240054309003,2.40E+11,"Block Group 3, Census Tract 4309, Baltimore County, Maryland",755,186,39,45,0,12,39,45,716,182,43,45,673,178
24,5,440400,2,1500000US240054404002,2.40E+11,2,BG,802033,0,39.35023406,-76.51793067,0,1500000US240054404002,2.40054E+11,"Block Group 2, Census Tract 4404, Baltimore County, Maryland",65292,22476,1500000US240054404002,2.40E+11,"Block Group 2, Census Tract 4404, Baltimore County, Maryland",552,151,0,12,0,12,0,12,552,151,154,87,398,159
24,5,420401,3,1500000US240054204013,2.40E+11,3,BG,127568,0,39.26169156,-76.49211634,0,1500000US240054204013,2.40054E+11,"Block Group 3, Census Tract 4204.01, Baltimore County, Maryland",54243,21047,1500000US240054204013,2.40E+11,"Block Group 3, Census Tract 4204.01, Baltimore County, Maryland",325,108,32,39,23,36,9,14,293,105,66,60,227,107
24,5,421200,2,1500000US240054212002,2.40E+11,2,BG,181242,0,39.24541349,-76.50073681,0,1500000US240054212002,2.40054E+11,"Block Group 2, Census Tract 4212, Baltimore County, Maryland",77750,45322,1500000US240054212002,2.40E+11,"Block Group 2, Census Tract 4212, Baltimore County, Maryland",301,46,39,20,6,9,33,21,262,47,78,36,184,49
24,5,450400,2,1500000US240054504002,2.40E+11,2,BG,606273,0,39.30524695,-76.47605548,0,1500000US240054504002,2.40055E+11,"Block Group 2, Census Tract 4504, Baltimore County, Maryland",57708,17198,1500000US240054504002,2.40E+11,"Block Group 2, Census Tract 4504, Baltimore County, Maryland",466,58,95,43,58,40,37,30,371,57,80,34,291,55
24,5,451900,1,1500000US240054519001,2.40E+11,1,BG,1969606,1850048,39.2344971,-76.42759805,0,1500000US240054519001,2.40055E+11,"Block Group 1, Census Tract 4519, Baltimore County, Maryland",55966,11943,1500000US240054519001,2.40E+11,"Block Group 1, Census Tract 4519, Baltimore County, Maryland",217,64,68,34,25,17,43,33,149,70,67,61,82,41
24,5,421300,2,1500000US240054213002,2.40E+11,2,BG,282003,325742,39.23835226,-76.50145779,0,1500000US240054213002,2.40054E+11,"Block Group 2, Census Tract 4213, Baltimore County, Maryland",24145,4155,1500000US240054213002,2.40E+11,"Block Group 2, Census Tract 4213, Baltimore County, Maryland",300,75,91,43,35,24,56,34,209,75,111,70,98,51
24,5,403803,2,1500000US240054038032,2.40E+11,2,BG,2284020,4312,39.39659122,-76.67608523,0,1500000US240054038032,2.40054E+11,"Block Group 2, Census Tract 4038.03, Baltimore County, Maryland",119167,32601,1500000US240054038032,2.40E+11,"Block Group 2, Census Tract 4038.03, Baltimore County, Maryland",500,64,8,13,8,13,0,12,492,66,58,36,434,70
24,5,404202,4,1500000US240054042024,2.40E+11,4,BG,3297950,7175,39.42792186,-76.76764832,0,1500000US240054042024,2.40054E+11,"Block Group 4, Census Tract 4042.02, Baltimore County, Maryland",39506,10801,1500000US240054042024,2.40E+11,"Block Group 4, Census Tract 4042.02, Baltimore County, Maryland",433,108,102,76,18,28,84,74,331,106,53,51,278,103
24,5,408704,2,1500000US240054087042,2.40E+11,2,BG,3169129,0,39.42510916,-76.65671309,0,1500000US240054087042,2.40054E+11,"Block Group 2, Census Tract 4087.04, Baltimore County, Maryland",131377,30904,1500000US240054087042,2.40E+11,"Block Group 2, Census Tract 4087.04, Baltimore County, Maryland",770,105,0,12,0,12,0,12,770,105,114,70,656,113
24,33,802901,3,1500000US240338029013,2.40E+11,3,BG,697593,0,38.89124621,-76.90529953,0,1500000US240338029013,2.40338E+11,"Block Group 3, Census Tract 8029.01, Prince George's County, Maryland",67125,29846,1500000US240338029013,2.40E+11,"Block Group 3, Census Tract 8029.01, Prince George's County, Maryland",463,93,59,54,9,13,50,52,404,86,50,29,354,93
24,33,802901,1,1500000US240338029011,2.40E+11,1,BG,577976,0,38.89861211,-76.90569476,0,1500000US240338029011,2.40338E+11,"Block Group 1, Census Tract 8029.01, Prince George's County, Maryland",27361,14026,1500000US240338029011,2.40E+11,"Block Group 1, Census Tract 8029.01, Prince George's County, Maryland",616,127,235,100,121,81,114,72,381,129,121,60,260,114
24,33,803002,1,1500000US240338030021,2.40E+11,1,BG,582914,0,38.90502985,-76.89483183,0,1500000US240338030021,2.40338E+11,"Block Group 1, Census Tract 8030.02, Prince George's County, Maryland",62396,21082,1500000US240338030021,2.40E+11,"Block Group 1, Census Tract 8030.02, Prince George's County, Maryland",561,113,50,35,18,18,32,33,511,118,98,44,413,127
24,33,805101,2,1500000US240338051012,2.40E+11,2,BG,517578,9674,38.95741499,-76.96898239,0,1500000US240338051012,2.40338E+11,"Block Group 2, Census Tract 8051.01, Prince George's County, Maryland",50174,10537,1500000US240338051012,2.40E+11,"Block Group 2, Census Tract 8051.01, Prince George's County, Maryland",692,85,92,60,13,21,79,56,600,86,44,21,556,81
24,33,802700,3,1500000US240338027003,2.40E+11,3,BG,274692,0,38.87984263,-76.91950232,0,1500000US240338027003,2.40338E+11,"Block Group 3, Census Tract 8027, Prince George's County, Maryland",51818,12604,1500000US240338027003,2.40E+11,"Block Group 3, Census Tract 8027, Prince George's County, Maryland",274,59,37,26,9,10,28,24,237,59,25,18,212,60
24,33,803513,1,1500000US240338035131,2.40E+11,1,BG,228494,0,38.89000936,-76.83345204,0,1500000US240338035131,2.40338E+11,"Block Group 1, Census Tract 8035.13, Prince George's County, Maryland",66806,30836,1500000US240338035131,2.40E+11,"Block Group 1, Census Tract 8035.13, Prince George's County, Maryland",575,120,70,49,30,27,40,40,505,124,44,34,461,131
24,33,803001,2,1500000US240338030012,2.40E+11,2,BG,678038,0,38.90101698,-76.91607098,0,1500000US240338030012,2.40338E+11,"Block Group 2, Census Tract 8030.01, Prince George's County, Maryland",49500,13197,1500000US240338030012,2.40E+11,"Block Group 2, Census Tract 8030.01, Prince George's County, Maryland",540,79,93,45,39,31,54,35,447,69,121,38,326,60
24,33,806400,3,1500000US240338064003,2.40E+11,3,BG,347132,0,38.96854092,-76.94239043,0,1500000US240338064003,2.40338E+11,"Block Group 3, Census Tract 8064, Prince George's County, Maryland",142708,28097,1500000US240338064003,2.40E+11,"Block Group 3, Census Tract 8064, Prince George's County, Maryland",275,45,0,12,0,12,0,12,275,45,52,22,223,46
24,33,806501,1,1500000US240338065011,2.40E+11,1,BG,587453,0,38.95974705,-76.93751309,0,1500000US240338065011,2.40338E+11,"Block Group 1, Census Tract 8065.01, Prince George's County, Maryland",96250,51525,1500000US240338065011,2.40E+11,"Block Group 1, Census Tract 8065.01, Prince George's County, Maryland",346,61,9,14,9,14,0,12,337,62,18,28,319,61
24,33,806710,1,1500000US240338067101,2.40E+11,1,BG,370671,0,38.98964488,-76.86382396,0,1500000US240338067101,2.40338E+11,"Block Group 1, Census Tract 8067.10, Prince George's County, Maryland",46860,19622,1500000US240338067101,2.40E+11,"Block Group 1, Census Tract 8067.10, Prince George's County, Maryland",343,137,54,91,54,91,0,12,289,123,72,73,217,107
24,33,803605,1,1500000US240338036051,2.40E+11,1,BG,565140,0,38.9740127,-76.87636342,0,1500000US240338036051,2.40338E+11,"Block Group 1, Census Tract 8036.05, Prince George's County, Maryland",73958,14632,1500000US240338036051,2.40E+11,"Block Group 1, Census Tract 8036.05, Prince George's County, Maryland",413,101,76,64,28,43,48,46,337,82,91,47,246,86
