STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,centlat,centlong,id,GEO_id,GEO_id2,GEO_displa,ACS_14_5YR,ACS_14_5_1,GEO_id_1,GEO_id2_1,GEO_disp_1,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07
expanded_label,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,centroid latitude,centroid longitude,,xxx,xxx,xxx,Estimate; Median household income in the past 12 months (in 2014 Inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2014 Inflation-adjusted dollars),xxx,xxx,xxx,Estimate; Total:,Margin of Error; Total:,Estimate; Household received Food Stamps/SNAP in the past 12 months:,Margin of Error; Household received Food Stamps/SNAP in the past 12 months:,Estimate; Household received Food Stamps/SNAP in the past 12 months: - Households with 1 or more persons with a disability,Margin of Error; Household received Food Stamps/SNAP in the past 12 months: - Households with 1 or more persons with a disability,Estimate; Household received Food Stamps/SNAP in the past 12 months: - Households with no persons with a disability,Margin of Error; Household received Food Stamps/SNAP in the past 12 months: - Households with no persons with a disability,Estimate; Household did not receive Food Stamps/SNAP in the past 12 months:,Margin of Error; Household did not receive Food Stamps/SNAP in the past 12 months:,Estimate; Household did not receive Food Stamps/SNAP in the past 12 months: - Households with 1 or more persons with a disability,Margin of Error; Household did not receive Food Stamps/SNAP in the past 12 months: - Households with 1 or more persons with a disability,Estimate; Household did not receive Food Stamps/SNAP in the past 12 months: - Households with no persons with a disability,Margin of Error; Household did not receive Food Stamps/SNAP in the past 12 months: - Households with no persons with a disability
11,1,1401,1,1500000US110010014011,1.10E+11,1,BG,357424,0,38.96331627,-77.06851953,0,1500000US110010014011,1.1001E+11,"Block Group 1, Census Tract 14.01, District of Columbia, District of Columbia",92159,19025,1500000US110010014011,1.10E+11,"Block Group 1, Census Tract 14.01, District of Columbia, District of Columbia",1043,76,30,21,12,18,18,20,1013,80,87,50,926,93
11,1,7808,3,1500000US110010078083,1.10E+11,3,BG,260774,2104,38.89274489,-76.9201825,0,1500000US110010078083,1.1001E+11,"Block Group 3, Census Tract 78.08, District of Columbia, District of Columbia",31607,20734,1500000US110010078083,1.10E+11,"Block Group 3, Census Tract 78.08, District of Columbia, District of Columbia",233,90,99,74,42,50,57,54,134,57,40,37,94,48
11,1,8701,1,1500000US110010087011,1.10E+11,1,BG,265509,0,38.91266636,-77.00635363,0,1500000US110010087011,1.1001E+11,"Block Group 1, Census Tract 87.01, District of Columbia, District of Columbia",76875,24411,1500000US110010087011,1.10E+11,"Block Group 1, Census Tract 87.01, District of Columbia, District of Columbia",490,79,43,34,6,11,37,33,447,72,48,26,399,76
11,1,7605,1,1500000US110010076051,1.10E+11,1,BG,129095,0,38.86640984,-76.97668677,0,1500000US110010076051,1.1001E+11,"Block Group 1, Census Tract 76.05, District of Columbia, District of Columbia",75655,36913,1500000US110010076051,1.10E+11,"Block Group 1, Census Tract 76.05, District of Columbia, District of Columbia",289,58,47,29,24,24,23,23,242,67,36,30,206,64
11,1,801,1,1500000US110010008011,1.10E+11,1,BG,201588,0,38.93248259,-77.0825357,0,1500000US110010008011,1.1001E+11,"Block Group 1, Census Tract 8.01, District of Columbia, District of Columbia",95395,28867,1500000US110010008011,1.10E+11,"Block Group 1, Census Tract 8.01, District of Columbia, District of Columbia",1298,156,0,12,0,12,0,12,1298,156,170,116,1128,161
11,1,202,3,1500000US110010002023,1.10E+11,3,BG,154527,0,38.90645843,-77.06592563,0,1500000US110010002023,1.1001E+11,"Block Group 3, Census Tract 2.02, District of Columbia, District of Columbia",77401,68912,1500000US110010002023,1.10E+11,"Block Group 3, Census Tract 2.02, District of Columbia, District of Columbia",419,90,0,12,0,12,0,12,419,90,28,23,391,90
11,1,2002,1,1500000US110010020021,1.10E+11,1,BG,345391,0,38.95045639,-77.03183689,0,1500000US110010020021,1.1001E+11,"Block Group 1, Census Tract 20.02, District of Columbia, District of Columbia",83068,44091,1500000US110010020021,1.10E+11,"Block Group 1, Census Tract 20.02, District of Columbia, District of Columbia",321,66,37,29,37,29,0,12,284,68,80,46,204,65
11,1,4901,2,1500000US110010049012,1.10E+11,2,BG,187524,0,38.91053861,-77.02451482,0,1500000US110010049012,1.1001E+11,"Block Group 2, Census Tract 49.01, District of Columbia, District of Columbia",80096,25661,1500000US110010049012,1.10E+11,"Block Group 2, Census Tract 49.01, District of Columbia, District of Columbia",475,69,65,41,34,28,31,27,410,63,47,28,363,59
11,1,2101,5,1500000US110010021015,1.10E+11,5,BG,82327,0,38.95627562,-77.02605595,0,1500000US110010021015,1.1001E+11,"Block Group 5, Census Tract 21.01, District of Columbia, District of Columbia",34500,94364,1500000US110010021015,1.10E+11,"Block Group 5, Census Tract 21.01, District of Columbia, District of Columbia",280,104,9,15,0,12,9,15,271,103,18,30,253,102
11,1,3000,2,1500000US110010030002,1.10E+11,2,BG,96640,0,38.92768341,-77.02987488,0,1500000US110010030002,1.1001E+11,"Block Group 2, Census Tract 30, District of Columbia, District of Columbia",36335,13679,1500000US110010030002,1.10E+11,"Block Group 2, Census Tract 30, District of Columbia, District of Columbia",703,87,224,86,98,64,126,64,479,98,53,32,426,96
11,1,1301,2,1500000US110010013012,1.10E+11,2,BG,544490,0,38.95518569,-77.06280958,0,1500000US110010013012,1.1001E+11,"Block Group 2, Census Tract 13.01, District of Columbia, District of Columbia",236136,60011,1500000US110010013012,1.10E+11,"Block Group 2, Census Tract 13.01, District of Columbia, District of Columbia",266,77,0,12,0,12,0,12,266,77,43,40,223,80
11,1,5001,2,1500000US110010050012,1.10E+11,2,BG,100233,0,38.91169876,-77.03078512,0,1500000US110010050012,1.1001E+11,"Block Group 2, Census Tract 50.01, District of Columbia, District of Columbia",127689,48430,1500000US110010050012,1.10E+11,"Block Group 2, Census Tract 50.01, District of Columbia, District of Columbia",537,99,53,70,6,9,47,70,484,103,17,16,467,102
11,1,9301,2,1500000US110010093012,1.10E+11,2,BG,368893,0,38.93100522,-76.99133987,0,1500000US110010093012,1.1001E+11,"Block Group 2, Census Tract 93.01, District of Columbia, District of Columbia",78333,41106,1500000US110010093012,1.10E+11,"Block Group 2, Census Tract 93.01, District of Columbia, District of Columbia",316,78,26,33,0,12,26,33,290,71,39,26,251,70
11,1,7708,1,1500000US110010077081,1.10E+11,1,BG,131192,0,38.88826998,-76.95647127,0,1500000US110010077081,1.1001E+11,"Block Group 1, Census Tract 77.08, District of Columbia, District of Columbia",29635,13673,1500000US110010077081,1.10E+11,"Block Group 1, Census Tract 77.08, District of Columbia, District of Columbia",527,108,143,70,87,61,56,42,384,118,134,80,250,108
11,1,100,3,1500000US110010001003,1.10E+11,3,BG,194350,0,38.90909218,-77.06081952,0,1500000US110010001003,1.1001E+11,"Block Group 3, Census Tract 1, District of Columbia, District of Columbia",213750,61904,1500000US110010001003,1.10E+11,"Block Group 3, Census Tract 1, District of Columbia, District of Columbia",508,110,0,12,0,12,0,12,508,110,23,25,485,115
11,1,8002,2,1500000US110010080022,1.10E+11,2,BG,306013,0,38.89165586,-76.98505731,0,1500000US110010080022,1.1001E+11,"Block Group 2, Census Tract 80.02, District of Columbia, District of Columbia",120278,20270,1500000US110010080022,1.10E+11,"Block Group 2, Census Tract 80.02, District of Columbia, District of Columbia",918,92,65,39,25,24,40,31,853,83,50,30,803,83
11,1,10800,3,1500000US110010108003,1.10E+11,3,BG,123473,0,38.89758645,-77.04837157,0,1500000US110010108003,1.1001E+11,"Block Group 3, Census Tract 108, District of Columbia, District of Columbia",64875,30405,1500000US110010108003,1.10E+11,"Block Group 3, Census Tract 108, District of Columbia, District of Columbia",211,57,0,12,0,12,0,12,211,57,43,27,168,51
11,1,7604,2,1500000US110010076042,1.10E+11,2,BG,818181,0,38.86418231,-76.96174845,0,1500000US110010076042,1.1001E+11,"Block Group 2, Census Tract 76.04, District of Columbia, District of Columbia",83796,8514,1500000US110010076042,1.10E+11,"Block Group 2, Census Tract 76.04, District of Columbia, District of Columbia",672,87,93,56,68,56,25,23,579,98,120,48,459,99
11,1,5301,4,1500000US110010053014,1.10E+11,4,BG,68330,0,38.91190204,-77.03891728,0,1500000US110010053014,1.1001E+11,"Block Group 4, Census Tract 53.01, District of Columbia, District of Columbia",101500,28154,1500000US110010053014,1.10E+11,"Block Group 4, Census Tract 53.01, District of Columbia, District of Columbia",976,140,24,35,0,12,24,35,952,142,33,38,919,147
11,1,7601,2,1500000US110010076012,1.10E+11,2,BG,160722,0,38.8705573,-76.97280455,0,1500000US110010076012,1.1001E+11,"Block Group 2, Census Tract 76.01, District of Columbia, District of Columbia",48021,38840,1500000US110010076012,1.10E+11,"Block Group 2, Census Tract 76.01, District of Columbia, District of Columbia",277,85,85,57,35,44,50,38,192,78,32,39,160,72
11,1,1500,3,1500000US110010015003,1.10E+11,3,BG,284806,200,38.97134426,-77.05850637,0,1500000US110010015003,1.1001E+11,"Block Group 3, Census Tract 15, District of Columbia, District of Columbia",182386,119631,1500000US110010015003,1.10E+11,"Block Group 3, Census Tract 15, District of Columbia, District of Columbia",249,85,0,12,0,12,0,12,249,85,124,79,125,57
11,1,9810,1,1500000US110010098101,1.10E+11,1,BG,284881,14058,38.82670472,-77.00375738,0,1500000US110010098101,1.1001E+11,"Block Group 1, Census Tract 98.10, District of Columbia, District of Columbia",31667,9606,1500000US110010098101,1.10E+11,"Block Group 1, Census Tract 98.10, District of Columbia, District of Columbia",558,121,268,114,42,39,226,106,290,124,45,47,245,118
11,1,2102,2,1500000US110010021022,1.10E+11,2,BG,134487,0,38.95496321,-77.0105466,0,1500000US110010021022,1.1001E+11,"Block Group 2, Census Tract 21.02, District of Columbia, District of Columbia",33614,8595,1500000US110010021022,1.10E+11,"Block Group 2, Census Tract 21.02, District of Columbia, District of Columbia",359,94,61,49,33,44,28,24,298,88,50,31,248,87
11,1,8001,1,1500000US110010080011,1.10E+11,1,BG,84232,0,38.89845469,-76.98634104,0,1500000US110010080011,1.1001E+11,"Block Group 1, Census Tract 80.01, District of Columbia, District of Columbia",110506,24791,1500000US110010080011,1.10E+11,"Block Group 1, Census Tract 80.01, District of Columbia, District of Columbia",475,93,0,12,0,12,0,12,475,93,47,41,428,87
11,1,10700,1,1500000US110010107001,1.10E+11,1,BG,638278,0,38.90253233,-77.0425942,0,1500000US110010107001,1.1001E+11,"Block Group 1, Census Tract 107, District of Columbia, District of Columbia",56346,40360,1500000US110010107001,1.10E+11,"Block Group 1, Census Tract 107, District of Columbia, District of Columbia",488,74,0,12,0,12,0,12,488,74,14,16,474,76
11,1,6700,1,1500000US110010067001,1.10E+11,1,BG,145714,0,38.88803604,-76.98604569,0,1500000US110010067001,1.1001E+11,"Block Group 1, Census Tract 67, District of Columbia, District of Columbia",131000,27703,1500000US110010067001,1.10E+11,"Block Group 1, Census Tract 67, District of Columbia, District of Columbia",530,71,24,26,16,22,8,13,506,76,34,30,472,77
11,1,8803,1,1500000US110010088031,1.10E+11,1,BG,1165228,0,38.91053945,-76.99087517,0,1500000US110010088031,1.1001E+11,"Block Group 1, Census Tract 88.03, District of Columbia, District of Columbia",15313,13902,1500000US110010088031,1.10E+11,"Block Group 1, Census Tract 88.03, District of Columbia, District of Columbia",480,60,173,55,86,44,87,46,307,71,45,33,262,66
11,1,5301,3,1500000US110010053013,1.10E+11,3,BG,81310,0,38.90855158,-77.03902816,0,1500000US110010053013,1.1001E+11,"Block Group 3, Census Tract 53.01, District of Columbia, District of Columbia",67625,16614,1500000US110010053013,1.10E+11,"Block Group 3, Census Tract 53.01, District of Columbia, District of Columbia",1027,135,28,40,28,40,0,12,999,134,42,34,957,136
11,1,6801,1,1500000US110010068011,1.10E+11,1,BG,153971,0,38.887343,-76.97896692,0,1500000US110010068011,1.1001E+11,"Block Group 1, Census Tract 68.01, District of Columbia, District of Columbia",70938,19116,1500000US110010068011,1.10E+11,"Block Group 1, Census Tract 68.01, District of Columbia, District of Columbia",555,71,126,60,80,57,46,30,429,70,76,35,353,59
11,1,7503,1,1500000US110010075031,1.10E+11,1,BG,278553,0,38.86527694,-76.98731555,0,1500000US110010075031,1.1001E+11,"Block Group 1, Census Tract 75.03, District of Columbia, District of Columbia",44879,5570,1500000US110010075031,1.10E+11,"Block Group 1, Census Tract 75.03, District of Columbia, District of Columbia",331,66,63,37,44,33,19,18,268,62,67,40,201,57
11,1,2201,2,1500000US110010022012,1.10E+11,2,BG,174348,0,38.94754612,-77.02331842,0,1500000US110010022012,1.1001E+11,"Block Group 2, Census Tract 22.01, District of Columbia, District of Columbia",69286,11513,1500000US110010022012,1.10E+11,"Block Group 2, Census Tract 22.01, District of Columbia, District of Columbia",464,79,57,49,43,43,14,24,407,84,77,42,330,96
11,1,2002,3,1500000US110010020023,1.10E+11,3,BG,362259,0,38.95293173,-77.03038335,0,1500000US110010020023,1.1001E+11,"Block Group 3, Census Tract 20.02, District of Columbia, District of Columbia",88750,24807,1500000US110010020023,1.10E+11,"Block Group 3, Census Tract 20.02, District of Columbia, District of Columbia",456,75,7,11,7,11,0,12,449,77,96,54,353,76
11,1,10700,2,1500000US110010107002,1.10E+11,2,BG,253315,0,38.90720628,-77.04183726,0,1500000US110010107002,1.1001E+11,"Block Group 2, Census Tract 107, District of Columbia, District of Columbia",81146,26228,1500000US110010107002,1.10E+11,"Block Group 2, Census Tract 107, District of Columbia, District of Columbia",652,92,0,12,0,12,0,12,652,92,48,42,604,95
11,1,6700,3,1500000US110010067003,1.10E+11,3,BG,167777,0,38.88723589,-76.9932631,0,1500000US110010067003,1.1001E+11,"Block Group 3, Census Tract 67, District of Columbia, District of Columbia",147813,14401,1500000US110010067003,1.10E+11,"Block Group 3, Census Tract 67, District of Columbia, District of Columbia",673,105,0,12,0,12,0,12,673,105,51,31,622,109
11,1,1600,3,1500000US110010016003,1.10E+11,3,BG,354896,0,38.97971637,-77.0328012,0,1500000US110010016003,1.1001E+11,"Block Group 3, Census Tract 16, District of Columbia, District of Columbia",142500,70201,1500000US110010016003,1.10E+11,"Block Group 3, Census Tract 16, District of Columbia, District of Columbia",280,71,16,19,9,15,7,13,264,77,25,40,239,64
11,1,10600,3,1500000US110010106003,1.10E+11,3,BG,118203,0,38.90196493,-76.99670152,0,1500000US110010106003,1.1001E+11,"Block Group 3, Census Tract 106, District of Columbia, District of Columbia",81161,66819,1500000US110010106003,1.10E+11,"Block Group 3, Census Tract 106, District of Columbia, District of Columbia",285,71,36,51,5,10,31,49,249,67,39,38,210,66
11,1,9603,3,1500000US110010096033,1.10E+11,3,BG,181822,0,38.89254798,-76.95290345,0,1500000US110010096033,1.1001E+11,"Block Group 3, Census Tract 96.03, District of Columbia, District of Columbia",26726,8905,1500000US110010096033,1.10E+11,"Block Group 3, Census Tract 96.03, District of Columbia, District of Columbia",541,118,201,92,127,82,74,42,340,99,60,43,280,95
11,1,1600,2,1500000US110010016002,1.10E+11,2,BG,193480,0,38.98059882,-77.02917435,0,1500000US110010016002,1.1001E+11,"Block Group 2, Census Tract 16, District of Columbia, District of Columbia",85329,30769,1500000US110010016002,1.10E+11,"Block Group 2, Census Tract 16, District of Columbia, District of Columbia",247,78,0,12,0,12,0,12,247,78,23,22,224,78
11,1,1402,1,1500000US110010014021,1.10E+11,1,BG,337376,0,38.96324509,-77.06087469,0,1500000US110010014021,1.1001E+11,"Block Group 1, Census Tract 14.02, District of Columbia, District of Columbia",223500,123574,1500000US110010014021,1.10E+11,"Block Group 1, Census Tract 14.02, District of Columbia, District of Columbia",306,45,0,12,0,12,0,12,306,45,24,26,282,45
11,1,2801,1,1500000US110010028011,1.10E+11,1,BG,66576,0,38.93346855,-77.03454648,0,1500000US110010028011,1.1001E+11,"Block Group 1, Census Tract 28.01, District of Columbia, District of Columbia",75714,27762,1500000US110010028011,1.10E+11,"Block Group 1, Census Tract 28.01, District of Columbia, District of Columbia",616,121,116,73,40,29,76,70,500,116,97,75,403,100
11,1,1500,2,1500000US110010015002,1.10E+11,2,BG,316926,0,38.96777399,-77.06488812,0,1500000US110010015002,1.1001E+11,"Block Group 2, Census Tract 15, District of Columbia, District of Columbia",201302,20668,1500000US110010015002,1.10E+11,"Block Group 2, Census Tract 15, District of Columbia, District of Columbia",311,61,0,12,0,12,0,12,311,61,47,32,264,70
11,1,3400,1,1500000US110010034001,1.10E+11,1,BG,105519,0,38.91770549,-77.01609701,0,1500000US110010034001,1.1001E+11,"Block Group 1, Census Tract 34, District of Columbia, District of Columbia",53043,22268,1500000US110010034001,1.10E+11,"Block Group 1, Census Tract 34, District of Columbia, District of Columbia",508,100,149,68,112,72,37,29,359,92,59,35,300,93
11,1,10400,1,1500000US110010104001,1.10E+11,1,BG,579266,0,38.84186464,-77.00192877,0,1500000US110010104001,1.1001E+11,"Block Group 1, Census Tract 104, District of Columbia, District of Columbia",41563,20538,1500000US110010104001,1.10E+11,"Block Group 1, Census Tract 104, District of Columbia, District of Columbia",623,141,225,113,115,79,110,71,398,123,111,58,287,112
11,1,600,2,1500000US110010006002,1.10E+11,2,BG,458495,26,38.93363754,-77.06177171,0,1500000US110010006002,1.1001E+11,"Block Group 2, Census Tract 6, District of Columbia, District of Columbia",114821,73745,1500000US110010006002,1.10E+11,"Block Group 2, Census Tract 6, District of Columbia, District of Columbia",558,102,0,12,0,12,0,12,558,102,44,41,514,109
11,1,3600,3,1500000US110010036003,1.10E+11,3,BG,156013,0,38.92366729,-77.02837616,0,1500000US110010036003,1.1001E+11,"Block Group 3, Census Tract 36, District of Columbia, District of Columbia",98672,52179,1500000US110010036003,1.10E+11,"Block Group 3, Census Tract 36, District of Columbia, District of Columbia",587,124,113,69,81,66,32,35,474,113,55,47,419,114
11,1,1600,1,1500000US110010016001,1.10E+11,1,BG,480380,0,38.98670216,-77.0321483,0,1500000US110010016001,1.1001E+11,"Block Group 1, Census Tract 16, District of Columbia, District of Columbia",165938,59910,1500000US110010016001,1.10E+11,"Block Group 1, Census Tract 16, District of Columbia, District of Columbia",408,54,8,13,0,12,8,13,400,56,75,40,325,57
11,1,2001,1,1500000US110010020011,1.10E+11,1,BG,134703,0,38.95951414,-77.03139867,0,1500000US110010020011,1.1001E+11,"Block Group 1, Census Tract 20.01, District of Columbia, District of Columbia",41944,6532,1500000US110010020011,1.10E+11,"Block Group 1, Census Tract 20.01, District of Columbia, District of Columbia",500,59,143,57,25,20,118,56,357,69,70,42,287,66
11,1,7803,4,1500000US110010078034,1.10E+11,4,BG,201170,0,38.89512059,-76.9408681,0,1500000US110010078034,1.1001E+11,"Block Group 4, Census Tract 78.03, District of Columbia, District of Columbia",22013,4952,1500000US110010078034,1.10E+11,"Block Group 4, Census Tract 78.03, District of Columbia, District of Columbia",693,128,198,87,144,83,54,57,495,108,175,86,320,103
11,1,9603,2,1500000US110010096032,1.10E+11,2,BG,191941,0,38.89221821,-76.94955368,0,1500000US110010096032,1.1001E+11,"Block Group 2, Census Tract 96.03, District of Columbia, District of Columbia",55972,14564,1500000US110010096032,1.10E+11,"Block Group 2, Census Tract 96.03, District of Columbia, District of Columbia",225,71,37,33,7,11,30,32,188,70,61,38,127,59
11,1,801,3,1500000US110010008013,1.10E+11,3,BG,1242591,0,38.9279974,-77.08589857,0,1500000US110010008013,1.1001E+11,"Block Group 3, Census Tract 8.01, District of Columbia, District of Columbia",236629,53504,1500000US110010008013,1.10E+11,"Block Group 3, Census Tract 8.01, District of Columbia, District of Columbia",947,107,0,12,0,12,0,12,947,107,120,93,827,124
11,1,1902,2,1500000US110010019022,1.10E+11,2,BG,450311,0,38.96627171,-77.01529507,0,1500000US110010019022,1.1001E+11,"Block Group 2, Census Tract 19.02, District of Columbia, District of Columbia",88929,16629,1500000US110010019022,1.10E+11,"Block Group 2, Census Tract 19.02, District of Columbia, District of Columbia",314,65,3,6,0,12,3,6,311,65,41,22,270,69
11,1,4201,1,1500000US110010042011,1.10E+11,1,BG,90069,0,38.9165433,-77.0374758,0,1500000US110010042011,1.1001E+11,"Block Group 1, Census Tract 42.01, District of Columbia, District of Columbia",80321,6391,1500000US110010042011,1.10E+11,"Block Group 1, Census Tract 42.01, District of Columbia, District of Columbia",1074,125,46,38,29,26,17,26,1028,134,57,47,971,134
11,1,1301,1,1500000US110010013011,1.10E+11,1,BG,2093649,27553,38.95328789,-77.05245952,0,1500000US110010013011,1.1001E+11,"Block Group 1, Census Tract 13.01, District of Columbia, District of Columbia",128421,24595,1500000US110010013011,1.10E+11,"Block Group 1, Census Tract 13.01, District of Columbia, District of Columbia",796,132,0,12,0,12,0,12,796,132,73,59,723,132
11,1,2101,1,1500000US110010021011,1.10E+11,1,BG,182847,0,38.9589056,-77.02443437,0,1500000US110010021011,1.1001E+11,"Block Group 1, Census Tract 21.01, District of Columbia, District of Columbia",38729,18361,1500000US110010021011,1.10E+11,"Block Group 1, Census Tract 21.01, District of Columbia, District of Columbia",650,140,30,26,9,15,21,27,620,135,156,73,464,139
11,1,4202,1,1500000US110010042021,1.10E+11,1,BG,111197,0,38.91222046,-77.04229031,0,1500000US110010042021,1.1001E+11,"Block Group 1, Census Tract 42.02, District of Columbia, District of Columbia",91023,36148,1500000US110010042021,1.10E+11,"Block Group 1, Census Tract 42.02, District of Columbia, District of Columbia",867,114,29,34,29,34,0,12,838,113,34,43,804,112
11,1,5201,3,1500000US110010052013,1.10E+11,3,BG,37010,0,38.90879375,-77.03328163,0,1500000US110010052013,1.1001E+11,"Block Group 3, Census Tract 52.01, District of Columbia, District of Columbia",101100,35243,1500000US110010052013,1.10E+11,"Block Group 3, Census Tract 52.01, District of Columbia, District of Columbia",584,113,22,35,0,12,22,35,562,121,11,17,551,124
11,1,7604,1,1500000US110010076041,1.10E+11,1,BG,168411,0,38.87019046,-76.96950049,0,1500000US110010076041,1.1001E+11,"Block Group 1, Census Tract 76.04, District of Columbia, District of Columbia",47656,13289,1500000US110010076041,1.10E+11,"Block Group 1, Census Tract 76.04, District of Columbia, District of Columbia",477,112,68,41,31,26,37,29,409,117,99,76,310,92
11,1,2900,1,1500000US110010029001,1.10E+11,1,BG,131167,0,38.93391182,-77.02779078,0,1500000US110010029001,1.1001E+11,"Block Group 1, Census Tract 29, District of Columbia, District of Columbia",74861,13464,1500000US110010029001,1.10E+11,"Block Group 1, Census Tract 29, District of Columbia, District of Columbia",805,95,124,54,18,21,106,48,681,88,53,45,628,91
11,1,1500,5,1500000US110010015005,1.10E+11,5,BG,320286,0,38.97230855,-77.06689794,0,1500000US110010015005,1.1001E+11,"Block Group 5, Census Tract 15, District of Columbia, District of Columbia",241458,54807,1500000US110010015005,1.10E+11,"Block Group 5, Census Tract 15, District of Columbia, District of Columbia",336,55,0,12,0,12,0,12,336,55,18,21,318,59
11,1,2102,4,1500000US110010021024,1.10E+11,4,BG,127265,0,38.95493589,-77.01478434,0,1500000US110010021024,1.1001E+11,"Block Group 4, Census Tract 21.02, District of Columbia, District of Columbia",40938,29439,1500000US110010021024,1.10E+11,"Block Group 4, Census Tract 21.02, District of Columbia, District of Columbia",290,84,35,28,17,20,18,21,255,85,69,44,186,83
11,1,10600,1,1500000US110010106001,1.10E+11,1,BG,77977,0,38.9045032,-76.99607373,0,1500000US110010106001,1.1001E+11,"Block Group 1, Census Tract 106, District of Columbia, District of Columbia",49063,48372,1500000US110010106001,1.10E+11,"Block Group 1, Census Tract 106, District of Columbia, District of Columbia",342,79,84,69,84,69,0,12,258,76,24,22,234,75
11,1,1301,3,1500000US110010013013,1.10E+11,3,BG,216738,0,38.95202514,-77.06556347,0,1500000US110010013013,1.1001E+11,"Block Group 3, Census Tract 13.01, District of Columbia, District of Columbia",86583,34845,1500000US110010013013,1.10E+11,"Block Group 3, Census Tract 13.01, District of Columbia, District of Columbia",873,135,0,12,0,12,0,12,873,135,59,53,814,137
11,1,5900,1,1500000US110010059001,1.10E+11,1,BG,642060,0,38.89625783,-77.0146534,0,1500000US110010059001,1.1001E+11,"Block Group 1, Census Tract 59, District of Columbia, District of Columbia",95714,17901,1500000US110010059001,1.10E+11,"Block Group 1, Census Tract 59, District of Columbia, District of Columbia",1394,86,132,62,42,42,90,51,1262,99,55,29,1207,102
11,1,6500,1,1500000US110010065001,1.10E+11,1,BG,150980,0,38.88572762,-77.00098029,0,1500000US110010065001,1.1001E+11,"Block Group 1, Census Tract 65, District of Columbia, District of Columbia",93705,36400,1500000US110010065001,1.10E+11,"Block Group 1, Census Tract 65, District of Columbia, District of Columbia",497,64,9,10,5,7,4,6,488,64,39,30,449,64
11,1,2701,2,1500000US110010027012,1.10E+11,2,BG,127826,0,38.93305058,-77.04034672,0,1500000US110010027012,1.1001E+11,"Block Group 2, Census Tract 27.01, District of Columbia, District of Columbia",102955,19988,1500000US110010027012,1.10E+11,"Block Group 2, Census Tract 27.01, District of Columbia, District of Columbia",816,129,35,32,12,20,23,26,781,134,53,69,728,123
11,1,2502,3,1500000US110010025023,1.10E+11,3,BG,150768,0,38.93917315,-77.03119846,0,1500000US110010025023,1.1001E+11,"Block Group 3, Census Tract 25.02, District of Columbia, District of Columbia",91625,60471,1500000US110010025023,1.10E+11,"Block Group 3, Census Tract 25.02, District of Columbia, District of Columbia",461,117,99,85,19,34,80,80,362,125,128,80,234,102
11,1,8402,1,1500000US110010084021,1.10E+11,1,BG,137015,0,38.89876832,-76.98813512,0,1500000US110010084021,1.1001E+11,"Block Group 1, Census Tract 84.02, District of Columbia, District of Columbia",96016,11859,1500000US110010084021,1.10E+11,"Block Group 1, Census Tract 84.02, District of Columbia, District of Columbia",434,88,42,49,0,12,42,49,392,91,34,28,358,87
11,1,6802,1,1500000US110010068021,1.10E+11,1,BG,106040,0,38.88535555,-76.98085023,0,1500000US110010068021,1.1001E+11,"Block Group 1, Census Tract 68.02, District of Columbia, District of Columbia",106544,44838,1500000US110010068021,1.10E+11,"Block Group 1, Census Tract 68.02, District of Columbia, District of Columbia",325,48,11,15,11,15,0,12,314,49,54,34,260,48
11,1,7601,1,1500000US110010076011,1.10E+11,1,BG,116995,0,38.87307613,-76.97441584,0,1500000US110010076011,1.1001E+11,"Block Group 1, Census Tract 76.01, District of Columbia, District of Columbia",36768,9157,1500000US110010076011,1.10E+11,"Block Group 1, Census Tract 76.01, District of Columbia, District of Columbia",285,130,68,60,10,18,58,58,217,106,52,55,165,85
11,1,501,2,1500000US110010005012,1.10E+11,2,BG,316080,6319,38.92221251,-77.0544705,0,1500000US110010005012,1.1001E+11,"Block Group 2, Census Tract 5.01, District of Columbia, District of Columbia",106071,15396,1500000US110010005012,1.10E+11,"Block Group 2, Census Tract 5.01, District of Columbia, District of Columbia",942,152,14,23,0,12,14,23,928,150,90,67,838,143
11,1,7803,2,1500000US110010078032,1.10E+11,2,BG,137978,0,38.89629674,-76.93717259,0,1500000US110010078032,1.1001E+11,"Block Group 2, Census Tract 78.03, District of Columbia, District of Columbia",40938,21318,1500000US110010078032,1.10E+11,"Block Group 2, Census Tract 78.03, District of Columbia, District of Columbia",212,69,57,40,11,16,46,38,155,63,52,35,103,58
11,1,3700,2,1500000US110010037002,1.10E+11,2,BG,119737,0,38.92490574,-77.03435005,0,1500000US110010037002,1.1001E+11,"Block Group 2, Census Tract 37, District of Columbia, District of Columbia",48750,17244,1500000US110010037002,1.10E+11,"Block Group 2, Census Tract 37, District of Columbia, District of Columbia",972,168,156,105,65,71,91,83,816,157,32,25,784,156
